MeanR,MeanG,MeanB,MeanH,MeanS,MeanV,Kematangan
0.864156274509813,0.8651484313725545,0.8033836274510262,60.963807993952656,0.07139214692158508,0.8651484313725545,1
0.8642767647058914,0.8680996078431413,0.8099436274510277,63.94405849043339,0.06699228967123551,0.8680996078431413,1
0.8368373529412027,0.8370227450980674,0.7790276470588849,60.19180120023885,0.06928736211629187,0.8370227450980674,1
0.8374833333333523,0.8411405882353101,0.7644010784314366,62.85948261434413,0.09123267962240528,0.8411405882353101,1
0.8649632352941284,0.8694526470588259,0.8112611764706298,64.62893793813976,0.06692885551047029,0.8694526470588259,1
0.8612546078431529,0.866058725490206,0.8153669607843602,65.68626995915072,0.05853155590246294,0.866058725490206,1
0.8620050000000119,0.8666590196078566,0.8073899019608332,64.71141106121574,0.06838804686281508,0.8666590196078566,1
0.8514817647058947,0.8510468627451111,0.7911281372549532,59.56764624183983,0.07088070461707165,0.8514817647058947,1
0.8541635294117838,0.8507710784313909,0.79278411764711,56.683789352625865,0.07185908745944988,0.8541635294117838,1
0.8353696078431624,0.8372239215686564,0.7839612745098692,62.08887146383926,0.0636181619834658,0.8372239215686564,1
0.8414013725490338,0.8438469607843261,0.7731500000000586,62.07555307172683,0.08377936292921778,0.8438469607843261,1
0.8472846078431532,0.8504735294117752,0.7898655882353469,63.15693439512077,0.07126375963558493,0.8504735294117752,1
0.864712549019618,0.8642972549019636,0.8065981372549504,59.57123119201194,0.06720662471078481,0.864712549019618,1
0.8586141176470689,0.8597225490196206,0.7987026470588752,61.08990477231332,0.07097627255482497,0.8597225490196206,1
0.8212267647059163,0.8250746078431658,0.7775020588235931,64.85302118538958,0.05765848150863887,0.8250746078431658,1
0.8352400980392315,0.8402559803921696,0.7772113725490813,64.77365077637299,0.07503023996766285,0.8402559803921696,1
0.8384181372549183,0.8454786274509941,0.7779991176471132,66.27789699415072,0.07981220058432786,0.8454786274509941,1
0.8638041176470733,0.8654416666666767,0.8041580392157375,61.60324943648052,0.07081196782098367,0.8654416666666767,1
0.8359328431372735,0.8394376470588444,0.7723000000000617,63.13219548951629,0.0799793138823524,0.8394376470588444,1
0.8488114705882557,0.849274705882367,0.7910085294118212,60.4770197622411,0.06860698436792514,0.849274705882367,1
0.8547274509804038,0.8577279411764801,0.7967688235294629,62.953281128625164,0.07107045803288656,0.8577279411764801,1
0.8173699019608157,0.8237746078431634,0.7628212745098711,66.3045338445989,0.07399273144978633,0.8237746078431634,1
0.8362617647059051,0.8448650980392355,0.7830965686275054,68.35700647102983,0.07311052327180112,0.8448650980392355,1
0.8357488235294257,0.8442266666666841,0.7802334313726086,67.9488181195708,0.0758010115301667,0.8442266666666841,1
0.8309450980392319,0.8299372549019816,0.7559413725490917,59.1937655384469,0.09026315416881975,0.8309450980392319,1
0.8564364705882522,0.8628450000000141,0.806970980392205,66.88176306993262,0.06475556978114043,0.8628450000000141,1
0.8541376470588308,0.8561554901960924,0.7942863725490753,61.956882413071455,0.07226388004922643,0.8561554901960924,1
0.8431938235294362,0.8501750980392281,0.7997620588235781,68.3088914515886,0.05929724280553307,0.8501750980392281,1
0.8416498039215848,0.8485599019608039,0.7830549019608416,66.32937764068974,0.0771954930330753,0.8485599019608039,1
0.8672482352941264,0.8711535294117704,0.812594803921613,64.00141302764558,0.06721975347984648,0.8711535294117704,1
0.8514494117647257,0.8572553921568793,0.8009460784314247,66.18652227281083,0.06568557543135273,0.8572553921568793,1
0.8449959803921804,0.8506788235294244,0.790402156862796,65.65675919208411,0.07085713785203143,0.8506788235294244,1
0.8244691176470981,0.8275223529412117,0.7814908823530023,63.97975809388416,0.05562565219489542,0.8275223529412117,1
0.8512461764706124,0.8573034313725635,0.7967379411765225,66.00069929163757,0.07064650388611433,0.8573034313725635,1
0.8404132352941411,0.8434860784313915,0.7778091176471191,62.80723386151526,0.07786371638333381,0.8434860784313915,1
0.8404890196078599,0.8424000000000131,0.7755391176471215,61.714886485105346,0.07936951846259571,0.8424000000000131,1
0.8427476470588403,0.8483121568627608,0.7919193137255373,65.92044255372633,0.06647652362519045,0.8483121568627608,1
0.8575109803921707,0.8596241176470721,0.798217647058872,62.064737381575746,0.07143409465555645,0.8596241176470721,1
0.8315105882353026,0.8295801960784458,0.7429532352941929,58.69210714226714,0.10650177423363072,0.8315105882353026,1
0.8176008823529701,0.8316757843137516,0.7589455882353594,71.61132738782456,0.08745017884391657,0.8316757843137516,1
0.8361182352941477,0.837696666666697,0.7917644117647595,62.06186007099246,0.05483160758500781,0.837696666666697,1
0.8502339215686414,0.8536419607843296,0.7947457843137679,63.47191218845081,0.06899400354739794,0.8536419607843296,1
0.8357590196078716,0.8418716666666809,0.7794419607843678,65.87474854070176,0.07415584625801484,0.8418716666666809,1
0.8334599019608099,0.8379102941176708,0.7826186274510393,64.82936300368036,0.0659875729595306,0.8379102941176708,1
0.8608348039215773,0.8600980392156949,0.798844117647109,59.28689477388238,0.07201229085077239,0.8608348039215773,1
0.850439215686289,0.858148921568645,0.7985039215686826,67.75559314178305,0.06950425328384137,0.858148921568645,1
0.8478816666666771,0.8496401960784434,0.7824111764706397,61.56943780113869,0.07912645837391237,0.8496401960784434,1
0.8631948039215759,0.8620885294117776,0.802437941176517,58.90750661589592,0.07038603855008704,0.8631948039215759,1
0.8512790196078569,0.8518675490196248,0.7981730392157367,60.6576419979444,0.063031523933131,0.8518675490196248,1
0.8570590196078541,0.8569349019607969,0.8013089215686752,59.86642070444074,0.06504814343437786,0.8570590196078541,1
